Task ID: 1, Assigned to Server: 1, Server Current Utilization: 0.0612815
Task ID: 2189, Assigned to Server: 1, Server Current Utilization: 0.948808
Task ID: 2190, Assigned to Server: 2, Server Current Utilization: 0.9252
Task ID: 2191, Assigned to Server: 2, Server Current Utilization: 0.920586
Task ID: 2192, Assigned to Server: 2, Server Current Utilization: 1.02066
Task ID: 2193, Assigned to Server: 1, Server Current Utilization: 0.981603
Task ID: 2194, Assigned to Server: 1, Server Current Utilization: 1.12625
Task ID: 2195, Assigned to Server: 3, Server Current Utilization: 0.869674
Task ID: 2196, Assigned to Server: 3, Server Current Utilization: 1.05861
Task ID: 2198, Assigned to Server: 2, Server Current Utilization: 0.95938
Task ID: 2199, Assigned to Server: 2, Server Current Utilization: 1.00508
Task ID: 2200, Assigned to Server: 1, Server Current Utilization: 0.821487
Task ID: 2201, Assigned to Server: 1, Server Current Utilization: 0.858909
Task ID: 2202, Assigned to Server: 1, Server Current Utilization: 0.95322
Task ID: 2203, Assigned to Server: 1, Server Current Utilization: 1.11418
Task ID: 2204, Assigned to Server: 3, Server Current Utilization: 0.975797
Task ID: 2205, Assigned to Server: 2, Server Current Utilization: 0.957348
Task ID: 2206, Assigned to Server: 2, Server Current Utilization: 1.03051
Task ID: 2207, Assigned to Server: 3, Server Current Utilization: 1.02533
Task ID: 2211, Assigned to Server: 3, Server Current Utilization: 0.880858
Task ID: 2212, Assigned to Server: 3, Server Current Utilization: 0.909458
Task ID: 2213, Assigned to Server: 3, Server Current Utilization: 0.937373
Task ID: 2214, Assigned to Server: 2, Server Current Utilization: 0.834445
Task ID: 2215, Assigned to Server: 2, Server Current Utilization: 0.888271
Task ID: 2216, Assigned to Server: 1, Server Current Utilization: 0.856952
Task ID: 2217, Assigned to Server: 1, Server Current Utilization: 0.848066
Task ID: 2218, Assigned to Server: 1, Server Current Utilization: 1.13896
Task ID: 2219, Assigned to Server: 2, Server Current Utilization: 0.880379
Task ID: 2220, Assigned to Server: 2, Server Current Utilization: 0.936865
Task ID: 2221, Assigned to Server: 3, Server Current Utilization: 0.720975
Task ID: 2222, Assigned to Server: 3, Server Current Utilization: 0.778247
Task ID: 2223, Assigned to Server: 3, Server Current Utilization: 0.838207
Task ID: 2224, Assigned to Server: 3, Server Current Utilization: 0.70031
Task ID: 2225, Assigned to Server: 3, Server Current Utilization: 0.759878
Task ID: 2226, Assigned to Server: 3, Server Current Utilization: 0.789447
Task ID: 2227, Assigned to Server: 2, Server Current Utilization: 0.737021
Task ID: 2228, Assigned to Server: 2, Server Current Utilization: 0.93109
Task ID: 2229, Assigned to Server: 3, Server Current Utilization: 0.905905
Task ID: 2230, Assigned to Server: 1, Server Current Utilization: 0.896673
Task ID: 2231, Assigned to Server: 1, Server Current Utilization: 1.11136
Task ID: 2232, Assigned to Server: 3, Server Current Utilization: 0.758193
Task ID: 2233, Assigned to Server: 3, Server Current Utilization: 0.805329
Task ID: 2234, Assigned to Server: 3, Server Current Utilization: 0.776513
Task ID: 2235, Assigned to Server: 3, Server Current Utilization: 0.812097
Task ID: 2236, Assigned to Server: 3, Server Current Utilization: 0.855268
Task ID: 2237, Assigned to Server: 2, Server Current Utilization: 0.731565
Task ID: 2238, Assigned to Server: 2, Server Current Utilization: 0.76572
Task ID: 2239, Assigned to Server: 2, Server Current Utilization: 0.825334
Task ID: 2240, Assigned to Server: 3, Server Current Utilization: 0.772749
Task ID: 2241, Assigned to Server: 3, Server Current Utilization: 0.887242
Task ID: 2242, Assigned to Server: 1, Server Current Utilization: 0.930059
Task ID: 2243, Assigned to Server: 2, Server Current Utilization: 0.769889
Task ID: 2244, Assigned to Server: 2, Server Current Utilization: 0.731012
Task ID: 2245, Assigned to Server: 2, Server Current Utilization: 0.824221
Task ID: 2246, Assigned to Server: 2, Server Current Utilization: 0.860848
Task ID: 2247, Assigned to Server: 1, Server Current Utilization: 0.55347
Task ID: 2248, Assigned to Server: 1, Server Current Utilization: 0.762757
Task ID: 2249, Assigned to Server: 1, Server Current Utilization: 0.820301
Task ID: 2250, Assigned to Server: 2, Server Current Utilization: 1.11101
Task ID: 2251, Assigned to Server: 1, Server Current Utilization: 0.833857
Task ID: 2252, Assigned to Server: 3, Server Current Utilization: 0.855006
Task ID: 2253, Assigned to Server: 1, Server Current Utilization: 0.750119
Task ID: 2254, Assigned to Server: 1, Server Current Utilization: 0.92975
Task ID: 2255, Assigned to Server: 3, Server Current Utilization: 0.93103
Task ID: 2256, Assigned to Server: 1, Server Current Utilization: 0.984437
Task ID: 2257, Assigned to Server: 3, Server Current Utilization: 0.898526
Task ID: 2258, Assigned to Server: 3, Server Current Utilization: 0.932063
Task ID: 2259, Assigned to Server: 3, Server Current Utilization: 0.993777
Task ID: 2260, Assigned to Server: 1, Server Current Utilization: 0.858005
Task ID: 2261, Assigned to Server: 1, Server Current Utilization: 1.12909
Task ID: 2262, Assigned to Server: 3, Server Current Utilization: 1.00158
Task ID: 2263, Assigned to Server: 2, Server Current Utilization: 0.898421
Task ID: 2264, Assigned to Server: 2, Server Current Utilization: 0.98398
Task ID: 2265, Assigned to Server: 2, Server Current Utilization: 1.26022
Task ID: 2266, Assigned to Server: 3, Server Current Utilization: 0.978951
Task ID: 2267, Assigned to Server: 3, Server Current Utilization: 1.00712
Task ID: 2270, Assigned to Server: 1, Server Current Utilization: 1.03842
Task ID: 2273, Assigned to Server: 3, Server Current Utilization: 0.910782
Task ID: 2274, Assigned to Server: 3, Server Current Utilization: 0.970425
Task ID: 2275, Assigned to Server: 3, Server Current Utilization: 1.00692
Task ID: 2276, Assigned to Server: 1, Server Current Utilization: 0.784198
Task ID: 2277, Assigned to Server: 1, Server Current Utilization: 0.90261
Task ID: 2278, Assigned to Server: 1, Server Current Utilization: 1.0119
Task ID: 2280, Assigned to Server: 3, Server Current Utilization: 0.976903
Task ID: 2281, Assigned to Server: 3, Server Current Utilization: 1.01487
Task ID: 2283, Assigned to Server: 1, Server Current Utilization: 0.809647
Task ID: 2284, Assigned to Server: 1, Server Current Utilization: 0.91049
Task ID: 2285, Assigned to Server: 1, Server Current Utilization: 1.15197
Task ID: 2286, Assigned to Server: 2, Server Current Utilization: 0.946927
Task ID: 2287, Assigned to Server: 2, Server Current Utilization: 1.04125
Task ID: 2288, Assigned to Server: 3, Server Current Utilization: 1.0039
Task ID: 2289, Assigned to Server: 1, Server Current Utilization: 1.24427
Task ID: 2293, Assigned to Server: 3, Server Current Utilization: 0.91339
Task ID: 2294, Assigned to Server: 3, Server Current Utilization: 0.984035
Task ID: 2295, Assigned to Server: 3, Server Current Utilization: 1.05058
Task ID: 2296, Assigned to Server: 2, Server Current Utilization: 0.661409
Task ID: 2297, Assigned to Server: 2, Server Current Utilization: 0.74533
Task ID: 2298, Assigned to Server: 2, Server Current Utilization: 0.820346
Task ID: 2299, Assigned to Server: 2, Server Current Utilization: 0.792643
Task ID: 2300, Assigned to Server: 2, Server Current Utilization: 0.84629
Task ID: 2301, Assigned to Server: 2, Server Current Utilization: 0.899158
Task ID: 2302, Assigned to Server: 2, Server Current Utilization: 0.941529
Task ID: 2303, Assigned to Server: 3, Server Current Utilization: 0.937293
Task ID: 2304, Assigned to Server: 1, Server Current Utilization: 0.855837
Task ID: 2305, Assigned to Server: 1, Server Current Utilization: 0.974716
Task ID: 2306, Assigned to Server: 2, Server Current Utilization: 0.665703
Task ID: 2307, Assigned to Server: 2, Server Current Utilization: 0.840742
Task ID: 2308, Assigned to Server: 2, Server Current Utilization: 0.908851
Task ID: 2309, Assigned to Server: 1, Server Current Utilization: 0.298387
Task ID: 2310, Assigned to Server: 1, Server Current Utilization: 0.443306
Task ID: 2311, Assigned to Server: 1, Server Current Utilization: 0.555723
Task ID: 2312, Assigned to Server: 1, Server Current Utilization: 0.890814
Task ID: 2313, Assigned to Server: 2, Server Current Utilization: 0.737841
Task ID: 2314, Assigned to Server: 2, Server Current Utilization: 0.790986
Task ID: 2315, Assigned to Server: 2, Server Current Utilization: 0.856482
Task ID: 2316, Assigned to Server: 3, Server Current Utilization: 0.772561
Task ID: 2317, Assigned to Server: 3, Server Current Utilization: 0.814533
Task ID: 2318, Assigned to Server: 3, Server Current Utilization: 0.932987
Task ID: 2319, Assigned to Server: 1, Server Current Utilization: 0.8897
Task ID: 2320, Assigned to Server: 2, Server Current Utilization: 0.733289
Task ID: 2321, Assigned to Server: 2, Server Current Utilization: 0.782463
Task ID: 2322, Assigned to Server: 2, Server Current Utilization: 0.775745
Task ID: 2323, Assigned to Server: 2, Server Current Utilization: 0.830947
Task ID: 2324, Assigned to Server: 2, Server Current Utilization: 1.12549
Task ID: 2325, Assigned to Server: 1, Server Current Utilization: 0.838631
Task ID: 2326, Assigned to Server: 3, Server Current Utilization: 0.760615
Task ID: 2327, Assigned to Server: 3, Server Current Utilization: 0.794887
Task ID: 2328, Assigned to Server: 3, Server Current Utilization: 0.879905
Task ID: 2329, Assigned to Server: 1, Server Current Utilization: 1.02632
Task ID: 2330, Assigned to Server: 3, Server Current Utilization: 0.95657
Task ID: 2331, Assigned to Server: 3, Server Current Utilization: 1.00363
Task ID: 2335, Assigned to Server: 1, Server Current Utilization: 1.0448
Task ID: 2336, Assigned to Server: 3, Server Current Utilization: 0.933128
Task ID: 2337, Assigned to Server: 3, Server Current Utilization: 1.07204
Task ID: 2338, Assigned to Server: 2, Server Current Utilization: 0.837428
Task ID: 2339, Assigned to Server: 2, Server Current Utilization: 0.901474
Task ID: 2340, Assigned to Server: 2, Server Current Utilization: 1.05287
Task ID: 2345, Assigned to Server: 1, Server Current Utilization: 0.128602
Task ID: 2346, Assigned to Server: 1, Server Current Utilization: 0.248739
Task ID: 2347, Assigned to Server: 1, Server Current Utilization: 0.587409
Task ID: 2348, Assigned to Server: 1, Server Current Utilization: 0.517202
Task ID: 2349, Assigned to Server: 1, Server Current Utilization: 0.643392
Task ID: 2350, Assigned to Server: 1, Server Current Utilization: 1.022
Task ID: 2351, Assigned to Server: 3, Server Current Utilization: 0.792231
Task ID: 2352, Assigned to Server: 3, Server Current Utilization: 0.887088
Task ID: 2353, Assigned to Server: 2, Server Current Utilization: 0.893726
Task ID: 2354, Assigned to Server: 3, Server Current Utilization: 0.916511
